year,tri_facility_id,facility_name,street_address,city,county,state,zip,latitude,longitude,industry_sector,naics_code,chemical,cas_number,carcinogen,unit_of_measure,fugitive_air_releases,stack_air_releases,water_releases,landfill_releases,onsite_release_total,offsite_release_total,total_releases,parent_company
2008,05403CPRCN6GREE,COOPER CONTROLS PCI LIGHTING,6 GREEN TREE DR,SOUTH BURLINGTON,CHITTENDEN,VT,05403,44.456528,-73.139938,Electrical Equipment,335314,Lead compounds,N420,NO,Pounds,0.04,4,0,0,361.04,0,361.04,COOPER US INC
2008,05446CHMPLHERCU,CHAMPLAIN CABLE CORP,175 HERCULES DR,COLCHESTER,CHITTENDEN,VT,05446,44.510721,-73.175691,Electrical Equipment,335929,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,NA
2008,05446SRMYC789VE,U.S. ARMY NATIONAL GUARD CAMP JOHNSON (RANGE),789 VERMONT NATIONAL GUARD RD,COLCHESTER,CHITTENDEN,VT,05446,44.501084,-73.162541,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,1605,523,2128,US DEPARTMENT OF DEFENSE
2008,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,14131,0,14131,US DEPARTMENT OF DEFENSE
2008,05478VRDYB75SWA,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,44.829890,-73.079730,Electrical Equipment,335912,Lead compounds,N420,NO,Pounds,0,0,0,0,0,21.3996,21.3996,ENERGIZER HOLDINGS INC
2008,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.73,0,0,0.73,3.57,4.3,SMURFIT WESTROCK U.S. HOLDING CO
2008,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,RAYTHEON TECHNOLOGIES CORP
2008,05641SFTYK23WSE,SAFETY-KLEEN SYSTEMS BARRE (BVT),23 W SECOND ST,BARRE,WASHINGTON,VT,05641,44.206320,-72.515923,Hazardous Waste,562112,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CLEAN HARBORS INC
2008,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,12,0.2,0,0,12.2,6780,6792.2,GENERAL ELECTRIC CO (GE CO)
2008,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead compounds,N420,NO,Pounds,0.1,0.3,0,0,0.4,236.4,236.8,GENERAL ELECTRIC CO (GE CO)
2008,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.42,0,0,3.42,0,3.42,ETHAN ALLEN OPERATIONS INC
2008,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,4.358,0,0,4.358,0,4.358,ETHAN ALLEN OPERATIONS INC
2009,0506WVRMNT1131B,VERMONT CASTINGS GROUP - FOUNDRY DIVISION,1131 BEANVILLE ROAD,RANDOLPH,ORANGE,VT,05060,43.900354,-72.655720,Primary Metals,331511,Lead compounds,N420,NO,Pounds,0,0.58,0,0,0.58,0,0.58,MONESSEN HEARTH SYSTEMS CO
2009,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.07,0,0,0.07,0,0.07,NA
2009,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334414,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2009,05301NTDCRONETE,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,42.875939,-72.562989,Computers and Electronic Products,334412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,5,5,NA
2009,05446SRMYC789VE,U.S. ARMY NATIONAL GUARD CAMP JOHNSON (RANGE),789 VERMONT NATIONAL GUARD RD,COLCHESTER,CHITTENDEN,VT,05446,44.501084,-73.162541,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,1792.2,0,1792.2,US DEPARTMENT OF DEFENSE
2009,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,12400.4,881.85,13282.25,US DEPARTMENT OF DEFENSE
2009,05478VRDYB75SWA,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,44.829890,-73.079730,Electrical Equipment,335912,Lead compounds,N420,NO,Pounds,0,0,0,0,0,21.637,21.637,ENERGIZER HOLDINGS INC
2009,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0.1,0.1,CRH AMERICAS INC
2009,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.52,0,0,0.52,2.55,3.07,SMURFIT WESTROCK U.S. HOLDING CO
2009,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,RAYTHEON TECHNOLOGIES CORP
2009,05641SFTYK23WSE,SAFETY-KLEEN SYSTEMS BARRE (BVT),23 W SECOND ST,BARRE,WASHINGTON,VT,05641,44.206320,-72.515923,Hazardous Waste,562112,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CLEAN HARBORS INC
2009,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,43.395709,-72.999015,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0.1,0,0,0.1,0,0.1,OLDCASTLE INC
2009,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead compounds,N420,NO,Pounds,0.1,0.3,0,0,0.4,253.6,254,GENERAL ELECTRIC CO (GE CO)
2009,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0.1,0,0,0.1,0.1,0.2,CRH AMERICAS INC
2009,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,2.969,0,0,2.969,0,2.969,ETHAN ALLEN OPERATIONS INC
2009,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.576,0,0,3.576,0,3.576,ETHAN ALLEN OPERATIONS INC
2010,0506WVRMNT1131B,VERMONT CASTINGS GROUP - FOUNDRY DIVISION,1131 BEANVILLE ROAD,RANDOLPH,ORANGE,VT,05060,43.900354,-72.655720,Primary Metals,331511,Lead compounds,N420,NO,Pounds,0,0.91,0,0,0.91,0,0.91,MONESSEN HEARTH SYSTEMS CO
2010,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.08,0,0,0.08,0,0.08,NA
2010,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334414,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2010,05301NTDCRONETE,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,42.875939,-72.562989,Computers and Electronic Products,334412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,7,7,NA
2010,05446SRMYC789VE,U.S. ARMY NATIONAL GUARD CAMP JOHNSON (RANGE),789 VERMONT NATIONAL GUARD RD,COLCHESTER,CHITTENDEN,VT,05446,44.501084,-73.162541,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,238.3,0,238.3,US DEPARTMENT OF DEFENSE
2010,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,10866.3,0,10866.3,US DEPARTMENT OF DEFENSE
2010,05478VRDYB75SWA,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,44.829890,-73.079730,Electrical Equipment,335912,Lead compounds,N420,NO,Pounds,0,0,0,0,0,15.6366,15.6366,ENERGIZER HOLDINGS INC
2010,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2010,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.36,0,0,0.36,17.68,18.04,SMURFIT WESTROCK U.S. HOLDING CO
2010,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,RAYTHEON TECHNOLOGIES CORP
2010,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0.1,0,0,0.1,0.2,0.3,CRH AMERICAS INC
2010,05641SFTYK23WSE,SAFETY-KLEEN SYSTEMS BARRE (BVT),23 W SECOND ST,BARRE,WASHINGTON,VT,05641,44.206320,-72.515923,Hazardous Waste,562112,Lead,7439-92-1,YES,Pounds,0.025262,0.0849344,0,0,0.1101964,0,0.1101964,CLEAN HARBORS INC
2010,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,GENERAL ELECTRIC CO (GE CO)
2010,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,GENERAL ELECTRIC CO (GE CO)
2010,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0.2,0,0,0.3,0,0.3,CRH AMERICAS INC
2010,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.398,0,0,3.398,0,3.398,ETHAN ALLEN OPERATIONS INC
2010,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,8.262,0,0,8.262,0,8.262,ETHAN ALLEN OPERATIONS INC
2011,0506WVRMNT1131B,VERMONT CASTINGS GROUP - FOUNDRY DIVISION,1131 BEANVILLE ROAD,RANDOLPH,ORANGE,VT,05060,43.900354,-72.655720,Primary Metals,331511,Lead compounds,N420,NO,Pounds,0,0.96,0,0,0.96,0,0.96,MONESSEN HEARTH SYSTEMS CO
2011,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.09,0,0,0.09,0,0.09,NA
2011,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334414,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2011,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,164,164,NA
2011,05301NTDCRONETE,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,42.875939,-72.562989,Computers and Electronic Products,334412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,4,4,NA
2011,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,9188.9,0,9188.9,US DEPARTMENT OF DEFENSE
2011,05478VRDYB75SWA,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,44.829890,-73.079730,Electrical Equipment,335912,Lead compounds,N420,NO,Pounds,0,0,0,0,0,9.1693,9.1693,ENERGIZER HOLDINGS INC
2011,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2011,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.37,0,0,0.37,2.86,3.23,SMURFIT WESTROCK U.S. HOLDING CO
2011,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,3.9,0,0,3.9,122,125.9,RAYTHEON TECHNOLOGIES CORP
2011,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0.1,0,0,0.1,0.1,0.2,CRH AMERICAS INC
2011,05641SFTYK23WSE,SAFETY-KLEEN SYSTEMS BARRE (BVT),23 W SECOND ST,BARRE,WASHINGTON,VT,05641,44.206320,-72.515923,Hazardous Waste,562112,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CLEAN HARBORS INC
2011,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,51.31,51.31,GENERAL ELECTRIC CO (GE CO)
2011,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0.52,0,0,0,0.52,679.56,680.08,GENERAL ELECTRIC CO (GE CO)
2011,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead compounds,N420,NO,Pounds,0.5,0,0,0,0.5,679.56,680.06,GENERAL ELECTRIC CO (GE CO)
2011,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2011,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.765,0,0,3.765,0,3.765,ETHAN ALLEN OPERATIONS INC
2011,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,7.711,0,0,7.711,0,7.711,ETHAN ALLEN OPERATIONS INC
2012,0506WVRMNT1131B,VERMONT CASTINGS GROUP - FOUNDRY DIVISION,1131 BEANVILLE ROAD,RANDOLPH,ORANGE,VT,05060,43.900354,-72.655720,Primary Metals,331511,Lead compounds,N420,NO,Pounds,0,0.87,0,0,0.87,0,0.87,MONESSEN HEARTH SYSTEMS CO
2012,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.08,0,0,0.08,0,0.08,NA
2012,0515WSRMYNARMRY,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,43.084705,-72.451921,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,128.1,0,128.1,US DEPARTMENT OF DEFENSE
2012,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334414,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2012,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,83,83,NA
2012,05301NTDCRONETE,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,42.875939,-72.562989,Computers and Electronic Products,334412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,3,3,NA
2012,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,9000.3,0,9000.3,US DEPARTMENT OF DEFENSE
2012,05478VRDYB75SWA,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,44.829890,-73.079730,Electrical Equipment,335912,Lead compounds,N420,NO,Pounds,0,0,0,0,0,6.6029,6.6029,ENERGIZER HOLDINGS INC
2012,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2012,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.33,0,0,0.33,2.9,3.23,SMURFIT WESTROCK U.S. HOLDING CO
2012,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,62,62,RAYTHEON TECHNOLOGIES CORP
2012,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0.3,0.3,CRH AMERICAS INC
2012,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,114,114,GENERAL ELECTRIC CO (GE CO)
2012,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,43.395709,-72.999015,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,OLDCASTLE INC
2012,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead compounds,N420,NO,Pounds,0.5,0,0,0,0.5,1032.48,1032.98,GENERAL ELECTRIC CO (GE CO)
2012,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2012,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.233,0,0,3.233,0,3.233,ETHAN ALLEN OPERATIONS INC
2012,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,6.696,0,0,6.696,0,6.696,ETHAN ALLEN OPERATIONS INC
2013,0506WVRMNT1131B,VERMONT CASTINGS GROUP - FOUNDRY DIVISION,1131 BEANVILLE ROAD,RANDOLPH,ORANGE,VT,05060,43.900354,-72.655720,Primary Metals,331511,Lead compounds,N420,NO,Pounds,0,0.78,0,0,0.78,0,0.78,MONESSEN HEARTH SYSTEMS CO
2013,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.08,0,0,0.08,0,0.08,NA
2013,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2013,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,47,47,NA
