year,tri_facility_id,facility_name,street_address,city,county,state,zip,latitude,longitude,industry_sector,naics_code,chemical,cas_number,carcinogen,unit_of_measure,fugitive_air_releases,stack_air_releases,water_releases,landfill_releases,onsite_release_total,offsite_release_total,total_releases,parent_company
2013,05301NTDCRONETE,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,42.875939,-72.562989,Computers and Electronic Products,334412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,2,2,NA
2013,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,7406.8,0,7406.8,US DEPARTMENT OF DEFENSE
2013,05478VRDYB75SWA,ENERGIZER BATTERY MANUFACTURING INC,75 SWANTON RD,SAINT ALBANS,FRANKLIN,VT,05478,44.829890,-73.079730,Electrical Equipment,335912,Lead compounds,N420,NO,Pounds,0,0,0,0,0,1.348,1.348,ENERGIZER HOLDINGS INC
2013,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2013,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.36,0,0,0.36,2.71,3.07,SMURFIT WESTROCK U.S. HOLDING CO
2013,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,3.9,0,0,3.9,125.3,129.2,RAYTHEON TECHNOLOGIES CORP
2013,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0.2,0.2,CRH AMERICAS INC
2013,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,64.2,64.2,GENERAL ELECTRIC CO (GE CO)
2013,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,43.395709,-72.999015,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,OLDCASTLE INC
2013,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead compounds,N420,NO,Pounds,0.5,0,0,0,0.5,838.1,838.6,GENERAL ELECTRIC CO (GE CO)
2013,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2013,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.462,0,0,3.462,0,3.462,ETHAN ALLEN OPERATIONS INC
2013,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,6.285,0,0,6.285,0,6.285,ETHAN ALLEN OPERATIONS INC
2014,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.09,0,0,0.09,0,0.09,NA
2014,0515WSRMYNARMRY,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,43.084705,-72.451921,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,185.6,0,185.6,US DEPARTMENT OF DEFENSE
2014,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2014,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,28,28,NA
2014,05301NTDCRONETE,VERMONT CIRCUITS INC,76 TECHNOLOGY DR,BRATTLEBORO,WINDHAM,VT,05301,42.875939,-72.562989,Computers and Electronic Products,334412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,1.5,1.5,NA
2014,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,16139.5,0,16139.5,US DEPARTMENT OF DEFENSE
2014,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2014,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.47,0.37,0,0.84,4.97,5.81,SMURFIT WESTROCK U.S. HOLDING CO
2014,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,1.45,0,0,1.45,106.6,108.05,RAYTHEON TECHNOLOGIES CORP
2014,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2014,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,14.5,14.5,GENERAL ELECTRIC CO (GE CO)
2014,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,43.395709,-72.999015,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,OLDCASTLE INC
2014,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead compounds,N420,NO,Pounds,0,0,0,0,0,530,530,GENERAL ELECTRIC CO (GE CO)
2014,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2014,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.624,0,0,3.624,0,3.624,ETHAN ALLEN OPERATIONS INC
2014,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,6.348,0,0,6.348,0,6.348,ETHAN ALLEN OPERATIONS INC
2015,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.097,0,0,0.097,0,0.097,NA
2015,0515WSRMYNARMRY,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,43.084705,-72.451921,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,298.8,0,298.8,US DEPARTMENT OF DEFENSE
2015,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2015,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,81,81,NA
2015,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,11815.9,0,11815.9,US DEPARTMENT OF DEFENSE
2015,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2015,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.69,0.3,0,0.99,9.19,10.18,SMURFIT WESTROCK U.S. HOLDING CO
2015,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.17,0,0,0.17,114.88,115.05,RAYTHEON TECHNOLOGIES CORP
2015,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2015,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,12.8,12.8,GENERAL ELECTRIC CO (GE CO)
2015,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,43.395709,-72.999015,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,OLDCASTLE INC
2015,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,774.2,774.2,GENERAL ELECTRIC CO (GE CO)
2015,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2015,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.484,0,0,3.484,0,3.484,ETHAN ALLEN OPERATIONS INC
2015,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,6.834,0,0,6.834,0,6.834,ETHAN ALLEN OPERATIONS INC
2016,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.11,0,0,0.11,0,0.11,NA
2016,0515WSRMYNARMRY,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,43.084705,-72.451921,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,211.2,0,211.2,US DEPARTMENT OF DEFENSE
2016,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2016,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,106,106,NA
2016,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,14081,0,14081,US DEPARTMENT OF DEFENSE
2016,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2016,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.35,0.32,0,0.67,5.95,6.62,SMURFIT WESTROCK U.S. HOLDING CO
2016,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.16,0,0,0.16,93.83,93.99,RAYTHEON TECHNOLOGIES CORP
2016,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0.2,0.2,CRH AMERICAS INC
2016,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,96.9,96.9,GENERAL ELECTRIC CO (GE CO)
2016,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,43.395709,-72.999015,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,OLDCASTLE INC
2016,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,226.4,226.4,GENERAL ELECTRIC CO (GE CO)
2016,05764FRSTL212ID,FIRST LIGHT TECHNOLOGIES INC,212 IDEAL WAY,POULTNEY,RUTLAND,VT,05764,43.519615,-73.235417,Electrical Equipment,335110,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,NA
2016,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2016,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.741,0,0,3.741,0,3.741,ETHAN ALLEN OPERATIONS INC
2016,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,6.529,0,0,6.529,0,6.529,ETHAN ALLEN OPERATIONS INC
2017,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.11,0,0,0.11,0,0.11,NA
2017,0515WSRMYNARMRY,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,43.084705,-72.451921,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,4.62,0,4.62,US DEPARTMENT OF DEFENSE
2017,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2017,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,115,115,NA
2017,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,13199.9,0,13199.9,US DEPARTMENT OF DEFENSE
2017,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2017,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.36,0.23,0,0.59,87.68,88.27,SMURFIT WESTROCK U.S. HOLDING CO
2017,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.18,0,0,0.18,59.3,59.48,RAYTHEON TECHNOLOGIES CORP
2017,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2017,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,101.7,101.7,GENERAL ELECTRIC CO (GE CO)
2017,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,43.395709,-72.999015,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,OLDCASTLE INC
2017,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,244.6,244.6,GENERAL ELECTRIC CO (GE CO)
2017,05764FRSTL212ID,FIRST LIGHT TECHNOLOGIES INC,212 IDEAL WAY,POULTNEY,RUTLAND,VT,05764,43.519615,-73.235417,Electrical Equipment,335110,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,NA
2017,0581WFRBNK2176P,FAIRBANKS SCALES INC,2176 PORTLAND ST,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.427881,-71.977942,Machinery,333997,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,FANCOR INC
2017,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2017,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.271,0,0,3.271,0,3.271,ETHAN ALLEN OPERATIONS INC
2017,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,6.694,0,0,6.694,0,6.694,ETHAN ALLEN OPERATIONS INC
2018,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.12,0,0,0.12,0,0.12,NA
2018,0515WSRMYNARMRY,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,43.084705,-72.451921,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,5.09,0,5.09,US DEPARTMENT OF DEFENSE
2018,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2018,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Plastics and Rubber,326299,Lead compounds,N420,NO,Pounds,0,0,0,0,0,117,117,NA
2018,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,16283,367,16650,US DEPARTMENT OF DEFENSE
2018,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2018,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead,7439-92-1,YES,Pounds,0,0.435,0.323,0,0.758,7.8,8.558,SMURFIT WESTROCK U.S. HOLDING CO
2018,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.15,0,0,0.15,60.62,60.77,RAYTHEON TECHNOLOGIES CORP
2018,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2018,0564WPKNDS165GR,PIKE INDUSTRIES PLANT P-901 (BERLIN),165 GRANGER ROAD,BARRE,WASHINGTON,VT,056410542,44.210047,-72.565477,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
